":START_ID",":END_ID",":TYPE"
"buildingtype:building_of_corporation","regulation:3","DEFINED_IN"
"buildingtype:buildings_of_corporation_existing_prior_to_30.09.1969","regulation:4","DEFINED_IN"
"condition:any_plot_layout_having_area_under_non-buildable_open_space_reservations_admeasuring_up_to_500_sq._m_shall_be_cleared_by_shifting_the_existing_tenants_from_that_site","amenity:open_space","APPLIES_TO"
"buildingtype:municipal_school","regulation:(iii)","DEFINED_IN"
"buildingtype:primary_and_secondary_school","regulation:(iii)","DEFINED_IN"
"buildingtype:higher_education","regulation:(iii)","DEFINED_IN"
"buildingtype:primary_and_secondary_school","regulation:re1.2","DEFINED_IN"
"condition:a_building_for_accommodating_such_number_of_students_as_may_be_decided_by_the_municipal_commissioner,_but_in_any_case,_for_not_lessthan_500_students,_shall_be_constructed","buildingtype:primary_and_secondary_school","APPLIES_TO"
"buildingtype:higher_education","regulation:re2.1","DEFINED_IN"
"condition:a_building_for_accommodating_such_number_of_students_as_may_be_decided_by_the_municipal_commissioner,_but_in_any_case,_for_not_less_than_800_students,_shall_be_constructed","buildingtype:higher_education","APPLIES_TO"
"amenity:parking_lot","buildingtype:building","APPLIES_TO"
"condition:125%_buaas_per_zonal_(basic)_fsi_of_such_reserved_area_shall_be_constructed","amenity:parking_lot","APPLIES_TO"
"condition:the_existing_segregating_distance_shall_be_maintained_from_the_existing_industrial_unit","buildingtype:industrial_unit","APPLIES_TO"
"buildingtype:cluster_of_800_chawls","regulation:33(9)(8)","DEFINED_IN"
"amenity:parking_lot","buildingtype:urc","APPLIES_TO"
"condition:bua_equivalent_to_zonal_(basic)_fsi_for_the_area_under_reservation_in_that_plot_shall_be_made_available_free_of_cost_to_the_officer_appointed_by_the_planning_authority._such_buato_be_handed_over_shall_be_free_of_fsi","amenity:parking_lot","APPLIES_TO"
"condition:built_up_area_equal_to_60%_of_the_zonal_(basic)_fsi_under_such_reservations_or_existing_built-up_area_of_the_amenity_whichever_is_more,_on_that_plot_shall_be_made_available_free_of_fsi_and_free_of_cost_to_the_planning_authority","amenity:other_buildable_reservations","APPLIES_TO"
"buildingtype:residential_development","permit:development_permission","REQUIRES"
"buildingtype:slum","regulation:(d)_development_of_reservation_in_redevelopment_for_rehabilitation_of_slum_dwellers_under_regulation_no._33(10)","DEFINED_IN"
"condition:any_plot_layout_having_area_under_non-buildable_open_space_reservations_admeasuring_up_to_500_sq._m_shall_be_cleared_by_shifting_the_slum-dwellers_from_that_site","buildingtype:slum","APPLIES_TO"
"condition:where_the_area_of_site_having_non-buildable_open_space_reservation,_is_more_than_500_sq._m_such_sites_may_be_allowed_to_be_developed_for_slum_redevelopment_subject_to_condition_that_the_ground_area_of_the_land_so_used_shall_not_be_more_than_65%of_the_reservation_and_leaving_35%_rendered_clear_thereafter_for_the_reservation","buildingtype:slum","APPLIES_TO"
"amenity:municipal_school","buildingtype:slum","APPLIES_TO"
"amenity:primary_and_secondary_school","buildingtype:slum","APPLIES_TO"
"amenity:higher_education","buildingtype:slum","APPLIES_TO"
"buildingtype:municipal_school","regulation:1(i)","DEFINED_IN"
"buildingtype:primary_and_secondary_school","regulation:1(i)","DEFINED_IN"
"condition:a_building_for_accommodating_such_number_of_students_as_may_be_decided_by_the_municipal_commissioner,_but_in_any_case,_for_not_lessthan_500_students,_shall_be_constructed_by_the_owner_or_developer_at_his_cost_according_to_the_size,_design,_specification_and_conditions_prescribed_by_the_municipal_commissioner","buildingtype:municipal_school","APPLIES_TO"
"condition:a_building_for_accommodating_such_number_of_students_as_may_be_decided_by_the_municipal_commissioner,_but_in_any_case,_for_not_lessthan_500_students,_shall_be_constructed_by_the_owner_or_developer_at_his_cost_according_to_the_size,_design,_specification_and_conditions_prescribed_by_the_municipal_commissioner","buildingtype:primary_and_secondary_school","APPLIES_TO"
"buildingtype:higher_education","regulation:1(ii)","DEFINED_IN"
"buildingtype:building","permit:development_permission","REQUIRES"
"buildingtype:municipal_school","regulation:1","DEFINED_IN"
"buildingtype:primary_and_secondary_school","regulation:1","DEFINED_IN"
"buildingtype:higher_education","regulation:1","DEFINED_IN"
"amenity:playground","buildingtype:municipal_school","APPLIES_TO"
"condition:requirements_of_playground_as_per_regulation_no_38_(i)_(2)","amenity:playground","APPLIES_TO"
"buildingtype:building","regulation:4","DEFINED_IN"
"condition:bua_equal_to_20%_percent_of_the_area_under_that_reservation_in_that_plot,_shall_be_demanded_free_of_cost_by_the_slum_rehabilitation_authority_for_the_municipal_corporation_or_for_any_other_appropriate_authority","buildingtype:building","APPLIES_TO"
"buildingtype:parking_lot","regulation:5","DEFINED_IN"
"condition:125%_buaas_per_zonal_(basic)_fsi_of_such_reserved_area_shall_be_handed_over_to_mcgm","buildingtype:parking_lot","APPLIES_TO"
"condition:handing_over_of_built-up_amenity","amenity:built-up_amenity","APPLIES_TO"
"buildingtype:slum_structures","regulation:(6)","DEFINED_IN"
"condition:the_area_of_built-up_amenity_shall_be_counted_in_fsi_initially_and_after_handing_over_of_said_built_up_amenity_the_area_of_built_up_amenity_shall_be_allowed_free_of_fsi","amenity:built-up_amenity","APPLIES_TO"
"amenity:parking_lot","buildingtype:building","APPLIES_TO"
"condition:20%_of_plot_area_shall_be_kept_reserved_for_parking_lot","amenity:parking_lot","APPLIES_TO"
"condition:the_site_is_insanitary_or_that_it_is_dangerous_to_construct_a_building_on_it_or_no_water_supply_is_likely_to_be_available_within_a_reasonable_period_of_time","buildingtype:building","APPLIES_TO"
"condition:(c)_if_the_bulldlng_is_proposed_on_any_area_filled_up_with_carcasses,_excreta,_and_filthy_and_offensive_matter,_till_the_production_of_a_certificate_from_the_commissioner_to_the_effect_that_it_is_hygienically_fit_to_be_built_upon","buildingtype:building","APPLIES_TO"
"condition:(d)_if_the_use_of_the_said_site_is_for_a_purpose_which,_in_the_commissioner's_opinion,_may_be_a_source_of_danger_to_the_health_and_safety_of_the_inhabitants_of_the_neighborhood","buildingtype:building","APPLIES_TO"
"condition:(e)_if_the_level_of_the_site_is_lower_than_the_datum_level_prescribed_by_the_commissioner_depending_on_topography_and_drainage_aspects._this_shall_not_be_less_than_reduced_level_of_27.ssrn_of_the_town_hall_datum","buildingtype:building","APPLIES_TO"
"condition:(f)_if_situated_within_the_funnel_of_vision_marked_on_dp_plan_of_d_ward","buildingtype:building","APPLIES_TO"
"condition:(g)_if_the_building_is_nearer_than_24.5_m_in_the_caseof_residential_buildings_and_36","buildingtype:residential_buildings","APPLIES_TO"
"condition:5_m_in_the_caseof_other_buildings_from_the_centre_line_of_a_national_highway,_state_highway_or_major_district_road","buildingtype:other_buildings","APPLIES_TO"
"condition:every_site_proposed_to_be_developed_or_redeveloped_shall_have_access_from_a_public_street_road_as_required_in_these_regulations._such_access_shall_be_kept_free_of_encroachment.","amenity:public_street","APPLIES_TO"
"buildingtype:high_rise","regulation:19(2)","DEFINED_IN"
"buildingtype:special_buildings","regulation:19(2)","DEFINED_IN"
"condition:above_32m_upto_70_m","buildingtype:high_rise","APPLIES_TO"
"condition:above_70m_upto_120_m","buildingtype:high_rise","APPLIES_TO"
"condition:above_120m","buildingtype:high_rise","APPLIES_TO"
"condition:for_height_upto_32m","buildingtype:specia_1__assembly_building","APPLIES_TO"
"condition:for_height_above_32m","buildingtype:specia_1__assembly_building","APPLIES_TO"
"buildingtype:high_rise_buildings","regulation:(2a)","DEFINED_IN"
"condition:having_height_more_than_120_m","buildingtype:high_rise_buildings","APPLIES_TO"
"condition:any_building_having_slenderness_ratio_9_or_more_irrespective_of_height_of_building","buildingtype:high_rise_buildings","APPLIES_TO"
"permit:access","regulation:(3)(a)","DEFINED_IN"
"permit:access","regulation:(3)(b)(i)","DEFINED_IN"
"permit:access","regulation:(3)(b)(ii)","DEFINED_IN"
"permit:access","regulation:(3)(b)(iii)","DEFINED_IN"
"amenity:petrol_pumps","buildingtype:highway_amenity","APPLIES_TO"
"amenity:motels","buildingtype:highway_amenity","APPLIES_TO"
"amenity:hospitals","buildingtype:highway_amenity","APPLIES_TO"
"condition:no_direct_access_from_a_highway_or_specified_road_52m_or_more_in_width_unless_permitted_by_appropriate_authority","amenity:highway_amenity","APPLIES_TO"
"condition:in_the_case_of_a_plot_surrounded_on_all_sides_by_other_plots,_i.e.,_a_land-locked_plot_which_has_no_access_to_any_street_or_road,_the_commissioner_may_require_access_through_an_adjoining_plot_or_plots_which_shall,_as_far_as_possible,_be_nearest_to_the_public_street","amenity:land-locked_plot","APPLIES_TO"
"buildingtype:residential","regulation:table_no_7","DEFINED_IN"
"buildingtype:commercial","regulation:table_no_7","DEFINED_IN"
"condition:straight_cui-de-sacs_upto_150_m._long_roads_are_permissible","buildingtype:residential_layouts","APPLIES_TO"
"condition:an_additional_length_upto_125m._will_be_permissible,_if_an_additional_turning_space_is_provided_at_150_m","buildingtype:residential_layouts","APPLIES_TO"
"condition:the_dead_end_shall_be_at_a_level_higher_than_the_main_road_from_where_the_cul-de-sac_road_takes_off","buildingtype:residential_layouts","APPLIES_TO"
"condition:the_turning_space,_in_each_case,_should_not_be_lessthan_81_sq.m._in_area,_no_dimension_being_less_than_9m","buildingtype:residential_layouts","APPLIES_TO"
"buildingtype:residential","regulation:width_of_access_for_industrial_zones","DEFINED_IN"
"buildingtype:commercial","regulation:width_of_access_for_industrial_zones","DEFINED_IN"
"buildingtype:industrial","regulation:width_of_access_for_industrial_zones","DEFINED_IN"
"condition:access_shall_be_clear_of_marginal_open_spaces_but_not_less_than_3m_from_the_building_line","buildingtype:residential","APPLIES_TO"
"condition:access_may_be_reduced_by_1_m_from_the_prescribed_widths_if_the_plots_are_on_only_one_side_to_the_access","buildingtype:residential","APPLIES_TO"
"condition:access_shall_be_measured_in_length_from_the_point_of_its_origin_to_the_next_wider_public_street_it_meets","buildingtype:residential","APPLIES_TO"
"buildingtype:residential_building","regulation:table9","DEFINED_IN"
"buildingtype:non-residential_building","regulation:table9","DEFINED_IN"
"condition:upto_50","buildingtype:residential_building","APPLIES_TO"
"condition:upto_40","buildingtype:residential_building","APPLIES_TO"
"condition:upto_30","buildingtype:residential_building","APPLIES_TO"
"condition:upto_20","buildingtype:residential_building","APPLIES_TO"
"condition:upto_20","buildingtype:non-residential_building","APPLIES_TO"
"condition:more_than_and_upto_50","buildingtype:non-residential_building","APPLIES_TO"
"condition:when_more_than_one_building_(except_for_building_accessory_to_the_main_building)_is_proposed_on_any_land","buildingtype:building","APPLIES_TO"
"condition:when_development_or_redevelopment_of_any_tract_of_land_includes_its_division_or_sub-division__amalgamation_of_plots","buildingtype:building","APPLIES_TO"
"condition:when_the_land_under_development_admeasures_2000_sq._m_or_more_in_any_zone_where_the_development_is_permissible","buildingtype:building","APPLIES_TO"
"buildingtype:residential","regulation:1","DEFINED_IN"
"buildingtype:commercial","regulation:1","DEFINED_IN"
"condition:25_and_above_but_less_than_40","buildingtype:residential","APPLIES_TO"
"condition:125_and_above_with_no_dimension_less_than_9.0_m","buildingtype:residential","APPLIES_TO"
"buildingtype:row","regulation:1","DEFINED_IN"
"buildingtype:semi-detached","regulation:1","DEFINED_IN"
"buildingtype:detached","regulation:1","DEFINED_IN"
"buildingtype:row","regulation:2","DEFINED_IN"
"condition:21_with_minimum_width_of_3.0_m","buildingtype:row","APPLIES_TO"
"buildingtype:petrol_filling_station","permit:development_permission","REQUIRES"
"condition:545(with_onedimension_not_lessthan_16.75m)andforfilling_stations_of_onlycompressed_natural_gasminimum_areaof_plot_shallbe_300sq._m","buildingtype:petrol_filling_station","APPLIES_TO"
"condition:1100(with_onedimension_not_lessthan_30.5_m)","buildingtype:petrol_filling_station","APPLIES_TO"
"buildingtype:cinema_theatre","permit:development_permission","REQUIRES"
"buildingtype:assembly_hall","permit:development_permission","REQUIRES"
"buildingtype:mangal_karyalaya__public_hall","regulation:5","DEFINED_IN"
"buildingtype:industrial","regulation:6","DEFINED_IN"
"condition:1000","buildingtype:mangal_karyalaya__public_hall","APPLIES_TO"
"condition:300(with_width_notless_than_15m)","buildingtype:industrial","APPLIES_TO"
"buildingtype:residential","regulation:27(1)","DEFINED_IN"
"buildingtype:commercial","regulation:27(1)","DEFINED_IN"
"condition:area_from_1001_sq._m_to_2500_sq._m.","amenity:los","APPLIES_TO"
"condition:15_per_cent","amenity:los","APPLIES_TO"
"condition:area_from_2501_sq._m_to_10,000_sq._m","amenity:los","APPLIES_TO"
"condition:20_per_cent","amenity:los","APPLIES_TO"
"condition:area_above_10,000_sq._m","amenity:los","APPLIES_TO"
"condition:25_per_cent","amenity:los","APPLIES_TO"
"amenity:independent_playgrounds","buildingtype:educational_institutions","APPLIES_TO"
"buildingtype:substation","regulation:f","DEFINED_IN"
"condition:at_a_distance_of_at_least_3_m","buildingtype:substation","APPLIES_TO"
"amenity:open_space","buildingtype:substation","APPLIES_TO"
"condition:721_to_1200_(maximum)_for_dss_rss_as_per_the_requirements_of_concerned_electric_authority","amenity:dss_rss","APPLIES_TO"
"condition:3,500_(maximum)_dss_rss_as_per_the_requirements_of_concerned_electric_authority","amenity:dss_rss","APPLIES_TO"
"condition:the_construction_of_ehvrs_as_per_the_requirements_of_electric_distribution_company_in_their_premises_shall_be_permissible","amenity:ehvrs","APPLIES_TO"
"buildingtype:residential","regulation:29","DEFINED_IN"
"buildingtype:commercial","regulation:29","DEFINED_IN"
"amenity:shopping_centers_departmental_stores","buildingtype:residential","APPLIES_TO"
"condition:plots_may_be_provided_for_shopping_centers_departmental_stores","amenity:shopping_centers_departmental_stores","APPLIES_TO"
"condition:such_centers_stores_may_have_an_aggregate_bua_upto_5_per_cent_of_the_zonal_(basic)_fsi_of_the_plot","amenity:shopping_centers_departmental_stores","APPLIES_TO"
"condition:no_storage_or_sale_of_combustible_material","permit:commissioner's_permission","APPLIES_TO"
"buildingtype:cleaning_and_pressing_establishments_for_clothes","permit:commissioner's_permission","REQUIRES"
"condition:each_occupying_floor_area_not_more_than_200_sq._m_and_not_employing_solvents_with_a_flash_point_lower_than_590c,_machines_with_dry_load_capacity_exceeding_30_kg_and_employing_not_more_than_9_persons,_with_a_total_power_requirement_of_not_more_than_4kw","buildingtype:cleaning_and_pressing_establishments_for_clothes","APPLIES_TO"
"buildingtype:shops_for_goldsmiths,_locksmiths,_watch_and_clock_shops_and_their_repairs,_bicycle_shops_and_their_rental_and_repairs,_optician's_shops_and_optical_glass_grinding_and_repairs_shops,_musical_instruments_shops_and_their_repairs,_picture_framing,_radio,_television_and_household_appliance_shops_and_their_repairs,_umbrella_shops_and_their_repairs_and_upholstery_work","permit:commissioner's_permission","REQUIRES"
"condition:each_employing_not_more_than_9_persons","buildingtype:shops_for_goldsmiths,_locksmiths,_watch_and_clock_shops_and_their_repairs,_bicycle_shops_and_their_rental_and_repairs,_optician's_shops_and_optical_glass_grinding_and_repairs_shops,_musical_instruments_shops_and_their_repairs,_picture_framing,_radio,_television_and_household_appliance_shops_and_their_repairs,_umbrella_shops_and_their_repairs_and_upholstery_work","APPLIES_TO"
"condition:electric_motive_power_not_exceeding_0.75_kw_(0.025_kw_individual_motor_each)","buildingtype:coffee_selling_shops_and_grinding_establishments","APPLIES_TO"
"condition:no_floor_above,_not_occupying_for_production_an_area_in_excess_of_75_sqm_and_not_employing_more_than_9_persons,_if_the_power_requirement_does_not_exceed_4_kw,where_only_electrical_ovens_are_used_and_additional_heating_load_upto_12_kw_permitted","buildingtype:bakeries","APPLIES_TO"
"condition:not_occupying_for_production,_an_area_in_excess_of_75_sq._m_per_establishment_and_not_employing_more_than_9_persons_or_motive_power_exceeding_1.12_kw,_as_well_as_sugarcane_and_fruit_crushers,_each_not_employing_more_than_6_persons_with_motive_power_not_exceeding_1.12_kw,_in_an_area_not_more_than_25_sqm","buildingtype:confectioneries_and_establishments_for_the_preparation_and_sale_of_eatables","APPLIES_TO"
"amenity:kindergarten_school","buildingtype:public_amenity","APPLIES_TO"
"amenity:milk_centre","buildingtype:public_amenity","APPLIES_TO"
"amenity:electric_sub-station","buildingtype:public_amenity","APPLIES_TO"
"amenity:bus_shelter","buildingtype:public_amenity","APPLIES_TO"
"condition:the_area_of_such_facility_not_exceeding_5_percent_of_the_total_plot_area_shall_be_allowed_free_of_fsi","amenity:kindergarten_school","APPLIES_TO"
"condition:the_area_of_such_facility_not_exceeding_5_percent_of_the_total_plot_area_shall_be_allowed_free_of_fsi","amenity:milk_centre","APPLIES_TO"
"condition:the_area_of_such_facility_not_exceeding_5_percent_of_the_total_plot_area_shall_be_allowed_free_of_fsi","amenity:electric_sub-station","APPLIES_TO"
"condition:the_area_of_such_facility_not_exceeding_5_percent_of_the_total_plot_area_shall_be_allowed_free_of_fsi","amenity:bus_shelter","APPLIES_TO"
"buildingtype:residential","regulation:ii","DEFINED_IN"
"buildingtype:commercial","regulation:ii","DEFINED_IN"
"buildingtype:residential","regulation:ii","DEFINED_IN"
"buildingtype:commercial","regulation:ii","DEFINED_IN"
"buildingtype:residential","regulation:50","DEFINED_IN"
"buildingtype:commercial","regulation:50","DEFINED_IN"
"condition:lessthan_9m","buildingtype:residential","APPLIES_TO"
"condition:9m_and_above_but_less_han_12.0_m","buildingtype:residential","APPLIES_TO"
"condition:12.0m_and_above_but_less_han_18.0_m","buildingtype:residential","APPLIES_TO"
"amenity:built_up_amenity","buildingtype:building","APPLIES_TO"
"amenity:amenity_plots","regulation:14","APPLIES_TO"
"buildingtype:inclusive_housing","regulation:1s","DEFINED_IN"
"buildingtype:cotton_textile_mills","regulation:35","DEFINED_IN"
"permit:permission_for_development_of_plot","regulation:8","DEFINED_IN"
"condition:free_of_encumbrances","amenity:plot","APPLIES_TO"
"condition:within_twenty-four_months_from_the_date_of_approval_of_building_plans_approval_of_the_layout","amenity:plot","APPLIES_TO"
"amenity:built-up_amenity","buildingtype:building","APPLIES_TO"
"permit:commencement_certificate","regulation:10","DEFINED_IN"
"condition:area_of_layout_open_spaces_as_required_under_regulation_no_27_shall_not_be_deducted_for_the_computation_of_bua_fsi","amenity:layout_open_spaces","APPLIES_TO"
"permit:occupation_certificate","regulation:(3)","DEFINED_IN"
"buildingtype:buildings","permit:occupation_certificate","REQUIRES"
"amenity:recreational_area","buildingtype:buildings","APPLIES_TO"
"condition:recreational_area_is_developed_and_structure_fo_r_recreational_activities_are_actually_provided_on_site","amenity:recreational_area","APPLIES_TO"
"amenity:playgrounds,_stadia,_golf_courses","buildingtype:government_semi-government","APPLIES_TO"
"amenity:parade_grounds,_training_grounds,_firing_ranges","buildingtype:government_semi-government","APPLIES_TO"
"amenity:green_areas_within_their_complexes","buildingtype:government_semi-government","APPLIES_TO"
"amenity:landskept_open_for_operational_purposes","buildingtype:government_semi-government","APPLIES_TO"
"amenity:landsunder_major_internal_roads","buildingtype:government_semi-government","APPLIES_TO"
"amenity:railway_tracks_and_yards","buildingtype:government_semi-government","APPLIES_TO"
"amenity:landsunauthorizedly_reclaimed","buildingtype:government_semi-government","APPLIES_TO"
"amenity:landsof_air-fields_and_air-strips","buildingtype:government_semi-government","APPLIES_TO"
"buildingtype:government_semi-government_department_and_organizations_public_sector_authorities_undertakings","regulation:(4)","DEFINED_IN"
"amenity:effluent_treatment_plant","buildingtype:industrial_building","APPLIES_TO"
"condition:area_of_structures_for_an_effluent_treatment_plant,_water_treatment_plant,_sewerage_treatment_plant_as_required_to_be_provided,_as_per_the_requirements_of_the_mpcb_or_other_relevant_authorities","amenity:effluent_treatment_plant","APPLIES_TO"
"amenity:water_treatment_plant","buildingtype:industrial_building","APPLIES_TO"
"condition:area_of_structures_for_an_effluent_treatment_plant,_water_treatment_plant,_sewerage_treatment_plant_as_required_to_be_provided,_as_per_the_requirements_of_the_mpcb_or_other_relevant_authorities","amenity:water_treatment_plant","APPLIES_TO"
"amenity:sewerage_treatment_plant","buildingtype:industrial_building","APPLIES_TO"
"condition:area_of_structures_for_an_effluent_treatment_plant,_water_treatment_plant,_sewerage_treatment_plant_as_required_to_be_provided,_as_per_the_requirements_of_the_mpcb_or_other_relevant_authorities","amenity:sewerage_treatment_plant","APPLIES_TO"
"buildingtype:existing_building","regulation:xv","DEFINED_IN"
"buildingtype:building","regulation:xvi","DEFINED_IN"
"amenity:fitness_centre__yogalaya","buildingtype:co-op._housing_society_or_apartment_owners_association","APPLIES_TO"
"amenity:swimming_pool","buildingtype:building","APPLIES_TO"
"condition:open_to_sky","amenity:swimming_pool","APPLIES_TO"
"condition:at_the_terrace_above_the_topmost_storey_or_on_the_topmost_podium_only","amenity:swimming_pool","APPLIES_TO"
"buildingtype:high-rise_buildings","regulation:xxiii","DEFINED_IN"
"buildingtype:residential_non-residential_building","regulation:xxiv","DEFINED_IN"
"amenity:chimney","buildingtype:building","APPLIES_TO"
"amenity:elevated_tanks","buildingtype:building","APPLIES_TO"
"condition:provided_its_height_below_the_tank_from_the_floor_does_not_exceed_105m","amenity:elevated_tanks","APPLIES_TO"
"amenity:sanitary_block","buildingtype:building","APPLIES_TO"
"condition:area_of_sanitary_block_for_use_of_domestic_servants_engaged_in_the_premises,_not_exceeding_2.2_sqm_at_staircase_mid-landing_level_or_at_stilt_level","amenity:sanitary_block","APPLIES_TO"
"condition:area_of_sanitary_block_for_use_of_drivers_engaged_by_the_car_owners_not_exceeding_2.2_sq","amenity:sanitary_block","APPLIES_TO"
"amenity:letter_boxes","buildingtype:building","APPLIES_TO"
"amenity:parking_floors","buildingtype:building","APPLIES_TO"
"amenity:dg_set","buildingtype:building","APPLIES_TO"
"amenity:dg_set","buildingtype:building","APPLIES_TO"
"amenity:electric_sub-station","buildingtype:building","APPLIES_TO"
"amenity:electrical_duct","buildingtype:building","APPLIES_TO"
"amenity:fire_duct","buildingtype:building","APPLIES_TO"
"amenity:electric_meter","buildingtype:building","APPLIES_TO"
"amenity:service_utility_room","buildingtype:building","APPLIES_TO"
"amenity:meter,_room","buildingtype:high_rise_building","APPLIES_TO"
"amenity:refusechute_garbage_shaft","buildingtype:high_rise_building","APPLIES_TO"
"condition:not_exceeding_20_sqm","amenity:advertisements_and_sky_signs_covered_areas","APPLIES_TO"
"amenity:laundry","buildingtype:hotels","APPLIES_TO"
"amenity:boiler_room","buildingtype:hotels","APPLIES_TO"
"amenity:boiler_room","buildingtype:hospitals","APPLIES_TO"
"amenity:boiler_room","buildingtype:hostels","APPLIES_TO"
"condition:as_specified_in_regulation_no._37(7)","amenity:boiler_room","APPLIES_TO"
"condition:area_of_fire_escape_balcony_as_provided_in_regulation_no_48(6)","amenity:fire_escape_balcony","APPLIES_TO"
"condition:area_of_sanitary_block_for_the_use_of_domestic_servants_engaged_in_the_premises,_other_than_as_provided_as_per_regulation_no_31(1)_((xxvi).","amenity:sanitary_block","APPLIES_TO"
"condition:part_pocket_covered_terraces,_for_whatever_purpose,_except_open_terrace_above_the_topmost_storey_and_the_part_terrace_at_top_most_storey_due_to_planning_constraints_but_accessible_from_common_staircase,_terraces_created_due_to_restriction_imposed_by_the_railway_authority_and_above_shopping_non-residential_industrial_area_at_one_level_only_with_a_slope_of_1:5,_in_case_of_residential_non-residential_lndustrial_development_on_upper_floors.","amenity:terraces","APPLIES_TO"
"condition:area_below_open_to_sky_swimming_pool,_clearance_exceeding_1.5_m._from_floor_level.","amenity:swimming_pool","APPLIES_TO"
"condition:air_conditioning_plant_room_air_handling_unit_room,_except_provided_in_basement.","amenity:air_conditioning_plant_room_air_handling_unit_room","APPLIES_TO"
"condition:service_floor_other_than_specified_in_regulation_no._37(32)_and_31(1)(xx).","amenity:service_floor","APPLIES_TO"
"amenity:balconies","buildingtype:building","APPLIES_TO"
"amenity:niches_below_window_sill","buildingtype:building","APPLIES_TO"
"amenity:public_telephone_booth","buildingtype:building","APPLIES_TO"
"amenity:telephone_exchange_(pbx)_room","buildingtype:building","APPLIES_TO"
"amenity:room_for_installation_of_telephone_concentrators","buildingtype:building","APPLIES_TO"
"amenity:letter_box_room","buildingtype:building","APPLIES_TO"
"buildingtype:buildings","regulation:provided_that,_this_regulation_shall_be_applicable_only_in_respect_of_the_buildings_to_be_constructed_or_reconstructed","DEFINED_IN"
"condition:the_fungible_compensatory_area_shall_be_admissible_without_charging_premium","regulation:33(15)","APPLIES_TO"
"condition:the_fungible_compensatory_area_shall_be_admissible_on_50_%_rebate_in_premium_to_be_charged_as_per_this_regulation","regulation:33(2)","APPLIES_TO"
"condition:the_fungible_compensatory_area_shall_be_admissible_without_charging_premium_for_mcgm_and_state_government_only","regulation:33(3)","APPLIES_TO"
"condition:the_fungible_compensatory_area_admissible_on_rehabilitation_as_well_ason_free_sale_component_shall_be_granted_without_charging_premium","regulation:33(9)(a)","APPLIES_TO"
"condition:the_fungible_compensatory_area_admissible_on_rehabilitation_as_well_ason_free_sale_component_shall_be_granted_without_charging_premium","regulation:33(10)(a)","APPLIES_TO"
"permit:development_rights_certificate","regulation:ore","DEFINED_IN"
"condition:compensation_in_terms_of_transferable_development_rights_(tor)","regulation:2.0","APPLIES_TO"
"condition:it_shall_not_be_permissible_to_grant_transferable_development_rights_(tor)","regulation:0","APPLIES_TO"
"condition:for_earlier_land_acquisition_or_development_for_which_compensation_has_been_already_paid_partly_or_fully_by_any_means","regulation:0","APPLIES_TO"
"condition:where_award_of_land_hasalready_been_declared_and_which_isvalid_under_the_land_acquisition_act,_1894_or_the_right_to_fair_compensation_&amp;_transparency_in_land_acquisition,_rehabilitation_and_resettlement_act,_2013_unless_lands_are_withdrawn_from_the_award_by_the_appropriate_authority_according_to_the_provisions_of_the_relevant_acts","regulation:0","APPLIES_TO"
"condition:a)_if_plot_of_land_reserved_for_public_purpose_in_the_dp_r_rl,_nala_widening,_land_required_for_public_purpose_as_per_clause_2(viii)_of_this_regulation_and_deemed_reservation_and_land_is_transferred_in_the_name_of_mcgm_appropriate_authority","amenity:area_under_reservation","APPLIES_TO"
"condition:2.5_times_the_area_of_surrendered_land._(maximum_2.5)","amenity:area_under_reservation","APPLIES_TO"
"buildingtype:building","permit:tor_dr","REQUIRES"
"buildingtype:heritage_buildings","regulation:3","DEFINED_IN"
"amenity:area_under_reservation","buildingtype:heritage_buildings","APPLIES_TO"
"permit:tor_dr","regulation:3","DEFINED_IN"
"condition:5_times_the_unconsumed_plot_area_as_per_zonal_(basic_fsi)","buildingtype:building","APPLIES_TO"
"buildingtype:building","regulation:32","DEFINED_IN"
"amenity:road_side_parking","buildingtype:building","APPLIES_TO"
"amenity:garden","buildingtype:building","APPLIES_TO"
"amenity:open_space","buildingtype:building","APPLIES_TO"
"amenity:road_side_amenities","buildingtype:building","APPLIES_TO"
"amenity:bus_bays","buildingtype:building","APPLIES_TO"
"amenity:public_toilets","buildingtype:building","APPLIES_TO"
"amenity:amenity","buildingtype:building","APPLIES_TO"
"condition:develops_or_constructs_the_amenity_on_the_plot_to_be_surrendered_at_his_own_cost_subject_to_such_stipulations_as_may_be_prescribed_and_to_the_satisfaction_of_the_municipal_commissioner_and_hands_over_the_said_developed_constructed_amenity_along_with_amenity_plot_free_of_cost_to_the_municipal_commissioner","amenity:amenity","APPLIES_TO"
"amenity:construction_amenity_tdr","buildingtype:slum_redevelopment_scheme","APPLIES_TO"
"condition:the_construction_amenity_tdr_shall_be_increased_by_1.35_times_the_tdr_generated_as_per_above_formula","amenity:construction_amenity_tdr","APPLIES_TO"
"permit:development_permission","regulation:5.1","DEFINED_IN"
"permit:development_permission","regulation:5.2","DEFINED_IN"
"buildingtype:educational_building","regulation:5.4.3","DEFINED_IN"
"buildingtype:registered_charitable_institutional","regulation:5.4.3","DEFINED_IN"
"permit:drc","regulation:2","DEFINED_IN"
"condition:within_180_days_from_the_date_of_application_or_reply_from_the_applicant_in_respect_of_any_requisition_made_by_him,_whichever_is_later","permit:drc","APPLIES_TO"
